ServerPort,ClientPort,10,15,17,22,24,29,31,32,33,34,36,37,38,45,46,47,48,59,60,61,62,63,64,75,76,77,78,79,80,81,82,83,84,87,88,89,90,91,92,target
80,15537,66,503,52,489,14,14,7,5,6,5,2,0,0,2,1,719,398,2,1,1,1,1,1,0,0,0,0,1460,1460,437,398,282,398,6432,24616,5840,24334,0,0,WWW
80,15536,66,465,52,451,14,14,6,5,5,5,2,0,0,2,1,545,399,2,1,1,1,1,1,0,0,0,0,1460,1460,282,399,263,399,6432,24616,5840,24616,0,0,WWW
80,15539,66,464,52,450,14,14,6,6,5,6,3,0,0,2,1,635,398,2,1,1,1,1,1,0,0,0,0,1460,1460,353,398,282,398,6432,24616,5840,24616,0,0,WWW
80,15538,66,465,52,451,14,14,6,6,5,6,3,0,1,2,1,554,399,2,1,1,1,1,1,0,0,0,0,1460,1460,282,399,272,399,6432,24616,5840,24616,0,0,WWW
80,15517,66,682,52,668,14,14,6,5,5,5,2,0,0,2,1,898,399,2,1,1,1,1,1,0,0,0,0,1460,1460,616,399,282,399,6432,24616,5840,24334,0,0,WWW
80,15516,66,466,52,452,14,14,6,5,5,5,2,0,0,2,1,555,400,2,1,1,1,1,1,0,0,0,0,1460,1460,282,400,273,400,6432,24616,5840,24616,0,0,WWW
80,15519,66,507,52,493,14,14,6,5,5,5,2,0,0,2,1,723,398,2,1,1,1,1,1,0,0,0,0,1460,1460,441,398,282,398,6432,24616,5840,24334,0,0,WWW
80,15518,66,465,52,451,14,14,6,5,5,5,2,0,0,2,1,466,399,2,1,1,1,1,1,0,0,0,0,1460,1460,282,399,184,399,6432,24616,5840,24616,0,0,WWW
80,15513,66,465,52,451,14,14,6,5,5,5,2,0,0,2,1,627,399,2,1,1,1,1,1,0,0,0,0,1460,1460,345,399,282,399,6432,24616,5840,24616,0,0,WWW
